Reference,Light S.,Temperature (K),Pressure (bar),Phase,Molar Feed Ratio,Additive,Amount of additive (mol/L),Semicon.Prep,Cocat.Prep,CalcTemp (K),"Co-catalyst 1 Loading, wt%",Co-catalyst 1,"Co-catalyst 2 Loading, wt%",Co-catalyst 2,Dopant1/Semiconductor1 Ratio,Dop1,Dopant2/Semiconductor1 Ratio,Dop2,Semiconductor1/Semiconductor2 Ratio,Semiconductor 1,Semiconductor 2,Band Gap Energy (eV),Total Gas Yield (µmol/gcat/h)
"Y. Matsumoto, M. Obata, J. Hombo, Photocatalytic reduction of carbon dioxide on p-type CaFe2O4 powder, J. Phys. Chem. 98 (1994) 2950–2951. https://doi.org/10.1021/j100062a035.",UV ,298,1,Liquid,No,NaOH,0.01,Solid state,NP,298,0,No,0,No,0,No,0,No,100,CaFe2O4,No,,3.44
"Y. Matsumoto, M. Obata, J. Hombo, Photocatalytic reduction of carbon dioxide on p-type CaFe2O4 powder, J. Phys. Chem. 98 (1994) 2950–2951. https://doi.org/10.1021/j100062a035.",UV ,298,1,Liquid,No,No,0,Solid state,NP,298,0,No,0,No,0,No,0,No,100,CaFe2O4,No,,3.3
"Y. Matsumoto, M. Obata, J. Hombo, Photocatalytic reduction of carbon dioxide on p-type CaFe2O4 powder, J. Phys. Chem. 98 (1994) 2950–2951. https://doi.org/10.1021/j100062a035.",UV ,298,1,Liquid,No,NaOH,0.04,Solid state,NP,298,0,No,0,No,0,No,0,No,100,CaFe2O4,No,,3.58
"K. Iizuka, T. Wato, Y. Miseki, K. Saito, A. Kudo, Photocatalytic reduction of carbon dioxide over Ag cocatalyst-loaded ALa 4Ti 4O 15 (A = Ca, Sr, and Ba) using water as a reducing reagent, J. Am. Chem. Soc. 133 (2011) 20863–20868. https://doi.org/10.1021/ja207586e.",UV ,298,1,Liquid,No,No,0,Polymerizable complex method,Chemical reduction,298,2,Ag,0,No,0,No,0,No,100,BaLa4Ti4O15,No,3.9,94.39
"M. Tasbihi, K. Kočí, I. Troppová, M. Edelmannová, M. Reli, L. Čapek, R. Schomäcker, Photocatalytic reduction of carbon dioxide over Cu/TiO2 photocatalysts, Environ. Sci. Pollut. Res. 25 (2018) 34903–34911. https://doi.org/10.1007/s11356-017-0944-8.",UV ,298,1,Liquid,No,No,0,Sol gel,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,7.27
"M. Tasbihi, K. Kočí, I. Troppová, M. Edelmannová, M. Reli, L. Čapek, R. Schomäcker, Photocatalytic reduction of carbon dioxide over Cu/TiO2 photocatalysts, Environ. Sci. Pollut. Res. 25 (2018) 34903–34911. https://doi.org/10.1007/s11356-017-0944-8.",UV ,298,1,Liquid,No,No,0,Sol gel,Sol gel,298,0.2,Cu,0,No,0,No,0,No,100,TiO2,No,,2.96
"M. Tasbihi, K. Kočí, I. Troppová, M. Edelmannová, M. Reli, L. Čapek, R. Schomäcker, Photocatalytic reduction of carbon dioxide over Cu/TiO2 photocatalysts, Environ. Sci. Pollut. Res. 25 (2018) 34903–34911. https://doi.org/10.1007/s11356-017-0944-8.",UV ,298,1,Liquid,No,No,0,Sol gel,Sol gel,298,0.9,Cu,0,No,0,No,0,No,100,TiO2,No,,1.64
"M. Tasbihi, K. Kočí, I. Troppová, M. Edelmannová, M. Reli, L. Čapek, R. Schomäcker, Photocatalytic reduction of carbon dioxide over Cu/TiO2 photocatalysts, Environ. Sci. Pollut. Res. 25 (2018) 34903–34911. https://doi.org/10.1007/s11356-017-0944-8.",UV ,298,1,Liquid,No,No,0,Sol gel,Sol gel,298,2,Cu,0,No,0,No,0,No,100,TiO2,No,,1.29
"M. Tasbihi, K. Kočí, I. Troppová, M. Edelmannová, M. Reli, L. Čapek, R. Schomäcker, Photocatalytic reduction of carbon dioxide over Cu/TiO2 photocatalysts, Environ. Sci. Pollut. Res. 25 (2018) 34903–34911. https://doi.org/10.1007/s11356-017-0944-8.",UV ,298,1,Liquid,No,No,0,Sol gel,Sol gel,298,4,Cu,0,No,0,No,0,No,100,TiO2,No,,0.28
"M. Tasbihi, K. Kočí, I. Troppová, M. Edelmannová, M. Reli, L. Čapek, R. Schomäcker, Photocatalytic reduction of carbon dioxide over Cu/TiO2 photocatalysts, Environ. Sci. Pollut. Res. 25 (2018) 34903–34911. https://doi.org/10.1007/s11356-017-0944-8.",UV ,298,1,Liquid,No,No,0,Sol gel,Sol gel,298,6,Cu,0,No,0,No,0,No,100,TiO2,No,,0.4
"J. Jin, J. Yu, D. Guo, C. Cui, W. Ho, A Hierarchical Z-Scheme CdS-WO3 Photocatalyst with Enhanced CO2 Reduction Activity, Small. 11 (2015) 5262–5271. https://doi.org/10.1002/smll.201500926.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,41,CdS,WO3,2.4,0.29
"J. Jin, J. Yu, D. Guo, C. Cui, W. Ho, A Hierarchical Z-Scheme CdS-WO3 Photocatalyst with Enhanced CO2 Reduction Activity, Small. 11 (2015) 5262–5271. https://doi.org/10.1002/smll.201500926.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,41,CdS,WO3,2.4,0.69
"J. Jin, J. Yu, D. Guo, C. Cui, W. Ho, A Hierarchical Z-Scheme CdS-WO3 Photocatalyst with Enhanced CO2 Reduction Activity, Small. 11 (2015) 5262–5271. https://doi.org/10.1002/smll.201500926.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,41,CdS,WO3,2.4,1.05
"J. Jin, J. Yu, D. Guo, C. Cui, W. Ho, A Hierarchical Z-Scheme CdS-WO3 Photocatalyst with Enhanced CO2 Reduction Activity, Small. 11 (2015) 5262–5271. https://doi.org/10.1002/smll.201500926.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,41,CdS,WO3,2.4,0.57
"J. Jin, J. Yu, D. Guo, C. Cui, W. Ho, A Hierarchical Z-Scheme CdS-WO3 Photocatalyst with Enhanced CO2 Reduction Activity, Small. 11 (2015) 5262–5271. https://doi.org/10.1002/smll.201500926.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,41,CdS,WO3,2.4,0.27
"J. Jin, J. Yu, D. Guo, C. Cui, W. Ho, A Hierarchical Z-Scheme CdS-WO3 Photocatalyst with Enhanced CO2 Reduction Activity, Small. 11 (2015) 5262–5271. https://doi.org/10.1002/smll.201500926.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,41,CdS,WO3,2.4,0.1
"J. Jin, J. Yu, D. Guo, C. Cui, W. Ho, A Hierarchical Z-Scheme CdS-WO3 Photocatalyst with Enhanced CO2 Reduction Activity, Small. 11 (2015) 5262–5271. https://doi.org/10.1002/smll.201500926.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,41,CdS,WO3,2.4,0.18
"M.F. Ehsan, T. He, In situ synthesis of ZnO/ZnTe common cation heterostructure and its visible-light photocatalytic reduction of CO2 into CH4, Appl. Catal. B Environ. 166–167 (2015) 345–352. https://doi.org/10.1016/j.apcatb.2014.11.058.",Vis,298,0.25,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,41,ZnO,ZnTe,3.21,555.31
"M.F. Ehsan, T. He, In situ synthesis of ZnO/ZnTe common cation heterostructure and its visible-light photocatalytic reduction of CO2 into CH4, Appl. Catal. B Environ. 166–167 (2015) 345–352. https://doi.org/10.1016/j.apcatb.2014.11.058.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,41,ZnO,ZnTe,3.21,477.94
"M.F. Ehsan, T. He, In situ synthesis of ZnO/ZnTe common cation heterostructure and its visible-light photocatalytic reduction of CO2 into CH4, Appl. Catal. B Environ. 166–167 (2015) 345–352. https://doi.org/10.1016/j.apcatb.2014.11.058.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,41,ZnO,ZnTe,3.21,359
"M.F. Ehsan, T. He, In situ synthesis of ZnO/ZnTe common cation heterostructure and its visible-light photocatalytic reduction of CO2 into CH4, Appl. Catal. B Environ. 166–167 (2015) 345–352. https://doi.org/10.1016/j.apcatb.2014.11.058.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,41,ZnO,ZnTe,3.21,245
"M.F. Ehsan, T. He, In situ synthesis of ZnO/ZnTe common cation heterostructure and its visible-light photocatalytic reduction of CO2 into CH4, Appl. Catal. B Environ. 166–167 (2015) 345–352. https://doi.org/10.1016/j.apcatb.2014.11.058.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,ZnTe,No,2.23,5.47
"M.F. Ehsan, T. He, In situ synthesis of ZnO/ZnTe common cation heterostructure and its visible-light photocatalytic reduction of CO2 into CH4, Appl. Catal. B Environ. 166–167 (2015) 345–352. https://doi.org/10.1016/j.apcatb.2014.11.058.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,ZnO,No,3.23,5.47
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,303,0.7,Gas,,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,3.72
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Gas,,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,79,TiO2,TCPP,,54.18
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Gas,,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,11,TiO2,TCPP,,108.19
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Gas,,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,8,TiO2,TCPP,,144.71
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Gas,,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,6.1,TiO2,TCPP,,101.48
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Gas,,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,4.2,TiO2,TCPP,,53.77
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Gas,,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,41,TiO2,TCPP,,6.08
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,C3N4,No,,54.37
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,C3N4,No,,97.1
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,,9.8
"H. Gao, J. Wang, M. Jia, F. Yang, R.S. Andriamitantsoa, X. Huang, W. Dong, G. Wang, Construction of TiO2 Noosheets/tetra (4-carboxyphenyl) porphyrin hybrids for efficient visible-light photoreduction of CO2, Chem. Eng. J. 374 (2019) 684–693. https://doi.org/10.1016/j.cej.2019.06.002.",Vis,298,1,Liquid,No,No,0,Commercial,NP,298,0,No,0,No,0,No,0,No,100,BP,No,,13.27
"J. Lu, D. Li, Y. Chai, L. Li, M. Li, Y. Zhang, J. Liang, Rational design and preparation of Nooheterostructures based on zinc titanate for solar-driven photocatalytic conversion of CO2 to valuable fuels, Appl. Catal. B Environ. 256 (2019) 2–11. https://doi.org/10.1016/j.apcatb.2019.117800.",UV ,298,1,Gas,42,No,0,Hydrothermal,NP,873,0,No,0,No,0,No,0,No,41,Zn2Ti3O8,ZnTiO3,3.5,0.34
"J. Lu, D. Li, Y. Chai, L. Li, M. Li, Y. Zhang, J. Liang, Rational design and preparation of Nooheterostructures based on zinc titanate for solar-driven photocatalytic conversion of CO2 to valuable fuels, Appl. Catal. B Environ. 256 (2019) 2–11. https://doi.org/10.1016/j.apcatb.2019.117800.",UV ,298,1,Gas,42,No,0,Hydrothermal,NP,973,0,No,0,No,0,No,0,No,41,Zn2Ti3O8,ZnTiO3,3.5,0.45
"J. Lu, D. Li, Y. Chai, L. Li, M. Li, Y. Zhang, J. Liang, Rational design and preparation of Nooheterostructures based on zinc titanate for solar-driven photocatalytic conversion of CO2 to valuable fuels, Appl. Catal. B Environ. 256 (2019) 2–11. https://doi.org/10.1016/j.apcatb.2019.117800.",UV ,298,1,Gas,42,No,0,Hydrothermal,NP,1023,0,No,0,No,0,No,0,No,41,Zn2Ti3O8,ZnTiO3,3.5,0.59
"J. Lu, D. Li, Y. Chai, L. Li, M. Li, Y. Zhang, J. Liang, Rational design and preparation of Nooheterostructures based on zinc titanate for solar-driven photocatalytic conversion of CO2 to valuable fuels, Appl. Catal. B Environ. 256 (2019) 2–11. https://doi.org/10.1016/j.apcatb.2019.117800.",UV ,298,1,Gas,42,No,0,Hydrothermal,NP,1073,0,No,0,No,0,No,0,No,41,Zn2Ti3O8,ZnTiO3,3.5,0.76
"J. Lu, D. Li, Y. Chai, L. Li, M. Li, Y. Zhang, J. Liang, Rational design and preparation of Nooheterostructures based on zinc titanate for solar-driven photocatalytic conversion of CO2 to valuable fuels, Appl. Catal. B Environ. 256 (2019) 2–11. https://doi.org/10.1016/j.apcatb.2019.117800.",UV ,298,1,Gas,42,No,0,Hydrothermal,NP,1093,0,No,0,No,0,No,0,No,41,Zn2Ti3O8,ZnTiO3,3.5,1.03
"J. Lu, D. Li, Y. Chai, L. Li, M. Li, Y. Zhang, J. Liang, Rational design and preparation of Nooheterostructures based on zinc titanate for solar-driven photocatalytic conversion of CO2 to valuable fuels, Appl. Catal. B Environ. 256 (2019) 2–11. https://doi.org/10.1016/j.apcatb.2019.117800.",UV ,298,1,Gas,42,No,0,Hydrothermal,NP,1113,0,No,0,No,0,No,0,No,41,Zn2Ti3O8,ZnTiO3,3.5,0.56
"J. Lu, D. Li, Y. Chai, L. Li, M. Li, Y. Zhang, J. Liang, Rational design and preparation of Nooheterostructures based on zinc titanate for solar-driven photocatalytic conversion of CO2 to valuable fuels, Appl. Catal. B Environ. 256 (2019) 2–11. https://doi.org/10.1016/j.apcatb.2019.117800.",UV ,298,1,Gas,42,No,0,Hydrothermal,NP,1153,0,No,0,No,0,No,0,No,41,Zn2Ti3O8,ZnTiO3,3.5,0.08
"J. Lu, D. Li, Y. Chai, L. Li, M. Li, Y. Zhang, J. Liang, Rational design and preparation of Nooheterostructures based on zinc titanate for solar-driven photocatalytic conversion of CO2 to valuable fuels, Appl. Catal. B Environ. 256 (2019) 2–11. https://doi.org/10.1016/j.apcatb.2019.117800.",UV ,298,1,Gas,42,No,0,Hydrothermal,NP,1173,0,No,0,No,0,No,0,No,41,Zn2Ti3O8,ZnTiO3,3.5,0.67
"J. Lu, D. Li, Y. Chai, L. Li, M. Li, Y. Zhang, J. Liang, Rational design and preparation of Nooheterostructures based on zinc titanate for solar-driven photocatalytic conversion of CO2 to valuable fuels, Appl. Catal. B Environ. 256 (2019) 2–11. https://doi.org/10.1016/j.apcatb.2019.117800.",UV ,298,1,Gas,42,No,0,Hydrothermal,NP,1223,0,No,0,No,0,No,0,No,41,Zn2Ti3O8,ZnTiO3,3.5,0.16
"B. Wang, J. Di, L. Lu, S. Yan, G. Liu, Y. Ye, H. Li, W. Zhu, H. Li, J. Xia, Sacrificing ionic liquid-assisted anchoring of carbonized polymer dots on perovskite-like PbBiO2Br for robust CO2 photoreduction, Appl. Catal. B Environ. 254 (2019) 551–559. https://doi.org/10.1016/j.apcatb.2019.04.068.",Vis,283,1,Liquid,No,No,0,Hydrothermal,Freeze-drying,298,8, CPDs,0,No,0,No,0,No,100,PbBiO2Br,No,2.17,8.05
"B. Wang, J. Di, L. Lu, S. Yan, G. Liu, Y. Ye, H. Li, W. Zhu, H. Li, J. Xia, Sacrificing ionic liquid-assisted anchoring of carbonized polymer dots on perovskite-like PbBiO2Br for robust CO2 photoreduction, Appl. Catal. B Environ. 254 (2019) 551–559. https://doi.org/10.1016/j.apcatb.2019.04.068.",Vis,298,1,Liquid,No,No,0,Hydrothermal,Freeze-drying,298,5, CPDs,0,No,0,No,0,No,100,PbBiO2Br,No,2.17,10.7
"B. Wang, J. Di, L. Lu, S. Yan, G. Liu, Y. Ye, H. Li, W. Zhu, H. Li, J. Xia, Sacrificing ionic liquid-assisted anchoring of carbonized polymer dots on perovskite-like PbBiO2Br for robust CO2 photoreduction, Appl. Catal. B Environ. 254 (2019) 551–559. https://doi.org/10.1016/j.apcatb.2019.04.068.",Vis,298,1,Liquid,No,No,0,Hydrothermal,Freeze-drying,298,3, CPDs,0,No,0,No,0,No,100,PbBiO2Br,No,2.17,4.74
"B. Wang, J. Di, L. Lu, S. Yan, G. Liu, Y. Ye, H. Li, W. Zhu, H. Li, J. Xia, Sacrificing ionic liquid-assisted anchoring of carbonized polymer dots on perovskite-like PbBiO2Br for robust CO2 photoreduction, Appl. Catal. B Environ. 254 (2019) 551–559. https://doi.org/10.1016/j.apcatb.2019.04.068.",Vis,298,1,Liquid,No,No,0,Hydrothermal,Freeze-drying,298,1, CPDs,0,No,0,No,0,No,100,PbBiO2Br,No,2.17,2.96
"B. Wang, J. Di, L. Lu, S. Yan, G. Liu, Y. Ye, H. Li, W. Zhu, H. Li, J. Xia, Sacrificing ionic liquid-assisted anchoring of carbonized polymer dots on perovskite-like PbBiO2Br for robust CO2 photoreduction, Appl. Catal. B Environ. 254 (2019) 551–559. https://doi.org/10.1016/j.apcatb.2019.04.068.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,PbBiO2Br,No,2.17,1.81
"Y. Pu, Y. Luo, X. Wei, J. Sun, L. Li, W. Zou, L. Dong, Synergistic effects of Cu2O-decorated CeO2 on photocatalytic CO2 reduction: Surface Lewis acid/base and oxygen defect, Appl. Catal. B Environ. 254 (2019) 580–586. https://doi.org/10.1016/j.apcatb.2019.04.093.",Vis,298,4,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,100,CeO2,Cu2O,1.6,0.12
"Y. Pu, Y. Luo, X. Wei, J. Sun, L. Li, W. Zou, L. Dong, Synergistic effects of Cu2O-decorated CeO2 on photocatalytic CO2 reduction: Surface Lewis acid/base and oxygen defect, Appl. Catal. B Environ. 254 (2019) 580–586. https://doi.org/10.1016/j.apcatb.2019.04.093.",Vis,298,4,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,100,CeO2,No,2.7,0.07
"R. Chong, Y. Fan, Y. Du, L. Liu, Z. Chang, D. Li, Hydroxyapatite decorated TiO2 as efficient photocatalyst for selective reduction of CO2 with H2O into CH4, Int. J. Hydrogen Energy. 3 (2018) 22329–22339. https://doi.org/10.1016/j.ijhydene.2018.10.045.",UVVis,298,1,Gas,42,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,2.35,0.13
"J.N. Heo, J. Shin, J.Y. Do, R. Kim, M. Kang, Reliable carbon dioxide photoreduction by a rational electron transfer cycle formed on a Noorod-shaped CdS/Fe2O3 heterojunction catalyst, Appl. Surf. Sci. 495 (2019) 143567. https://doi.org/10.1016/j.apsusc.2019.143567.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,CdS,No,2.05,0.91
"J.N. Heo, J. Shin, J.Y. Do, R. Kim, M. Kang, Reliable carbon dioxide photoreduction by a rational electron transfer cycle formed on a Noorod-shaped CdS/Fe2O3 heterojunction catalyst, Appl. Surf. Sci. 495 (2019) 143567. https://doi.org/10.1016/j.apsusc.2019.143567.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,Fe2O3,No,2.06,1.12
"J.N. Heo, J. Shin, J.Y. Do, R. Kim, M. Kang, Reliable carbon dioxide photoreduction by a rational electron transfer cycle formed on a Noorod-shaped CdS/Fe2O3 heterojunction catalyst, Appl. Surf. Sci. 495 (2019) 143567. https://doi.org/10.1016/j.apsusc.2019.143567.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,50,CdS,Fe2O3,2.04,1.69
"J.N. Heo, J. Shin, J.Y. Do, R. Kim, M. Kang, Reliable carbon dioxide photoreduction by a rational electron transfer cycle formed on a Noorod-shaped CdS/Fe2O3 heterojunction catalyst, Appl. Surf. Sci. 495 (2019) 143567. https://doi.org/10.1016/j.apsusc.2019.143567.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,66,CdS,Fe2O3,2.06,1.42
"J.N. Heo, J. Shin, J.Y. Do, R. Kim, M. Kang, Reliable carbon dioxide photoreduction by a rational electron transfer cycle formed on a Noorod-shaped CdS/Fe2O3 heterojunction catalyst, Appl. Surf. Sci. 495 (2019) 143567. https://doi.org/10.1016/j.apsusc.2019.143567.",UV ,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,33,CdS,Fe2O3,2.35,1.53
"J.N. Heo, J. Shin, J.Y. Do, R. Kim, M. Kang, Reliable carbon dioxide photoreduction by a rational electron transfer cycle formed on a Noorod-shaped CdS/Fe2O3 heterojunction catalyst, Appl. Surf. Sci. 495 (2019) 143567. https://doi.org/10.1016/j.apsusc.2019.143567.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,CdS,No,2.05,0.02
"J.N. Heo, J. Shin, J.Y. Do, R. Kim, M. Kang, Reliable carbon dioxide photoreduction by a rational electron transfer cycle formed on a Noorod-shaped CdS/Fe2O3 heterojunction catalyst, Appl. Surf. Sci. 495 (2019) 143567. https://doi.org/10.1016/j.apsusc.2019.143567.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,100,Fe2O3,No,2.06,0.02
"J.N. Heo, J. Shin, J.Y. Do, R. Kim, M. Kang, Reliable carbon dioxide photoreduction by a rational electron transfer cycle formed on a Noorod-shaped CdS/Fe2O3 heterojunction catalyst, Appl. Surf. Sci. 495 (2019) 143567. https://doi.org/10.1016/j.apsusc.2019.143567.",Vis,298,1,Liquid,No,No,0,Hydrothermal,NP,298,0,No,0,No,0,No,0,No,50,CdS,Fe2O3,3.2,0.07
"Q. Zhao, H. Li, L. Zhang, Y. Cao, Study of PdO species on surface of TiO2 for photoreduction of CO2 into CH4, J. Photochem. Photobiol. A Chem. 384 (2019) 112032. https://doi.org/10.1016/j.jphotochem.2019.112032.",Vis,298,1,Liquid,No,No,0,Sol gel,NP,298,0,No,0,No,0,No,0,No,100,TiO2,No,3,3.33
"Q. Zhao, H. Li, L. Zhang, Y. Cao, Study of PdO species on surface of TiO2 for photoreduction of CO2 into CH4, J. Photochem. Photobiol. A Chem. 384 (2019) 112032. https://doi.org/10.1016/j.jphotochem.2019.112032.",Vis,298,1,Liquid,No,No,0,NP,NP,298,0,No,0,No,0,No,0,No,100,No,No,2.5,1.45
"Q. Zhao, H. Li, L. Zhang, Y. Cao, Study of PdO species on surface of TiO2 for photoreduction of CO2 into CH4, J. Photochem. Photobiol. A Chem. 384 (2019) 112032. https://doi.org/10.1016/j.jphotochem.2019.112032.",Vis,298,1,Liquid,No,No,0,Sol gel,Sol gel,298,1.5,Pd,0,No,0,No,0,No,100,TiO2,No,2.5,3.13
